Puesto,Ciudad,Índice de Calidad de Vida,Índice de Poder Adquisitivo,Índice de Seguridad,Índice de Sanidad,Índice de Costo de Vida,Relación Precio/Ingresos para Propiedades,Índice de Tiempo de Desplazamiento en Tráfico,Índice de Contaminación,Índice de Clima,Año
,"Kelowna, Canadá",16853,8636,4969,7526,6683,535,2890,2155,5965,2021
,"Spokane, Washington, Estados Unidos",16834,8899,4553,6366,7350,548,2373,1975,6712,2021
,"Boston, Massachusetts, Estados Unidos",16802,9943,6448,7512,8929,830,4542,2703,7173,2021
,"Graz, Austria",16757,7418,7444,7808,7947,890,2717,3715,7393,2021
,"Sacramento, California, Estados Unidos",16705,10199,5094,6950,7673,580,2699,4540,9064,2021
,"Rotterdam, Países Bajos",16676,8217,6413,7688,7824,705,3003,4250,8789,2021
,"Ámsterdam, Países Bajos",16666,7907,6632,6960,8680,1103,2962,3090,8745,2021
,"Albuquerque, Nuevo México, Estados Unidos",16660,10406,2999,6656,6548,314,2512,2513,6706,2021
,"Cork, Irlanda",16653,7236,6577,5777,8585,635,3420,2444,8978,2021
,"Halifax, Canadá",16647,8054,5964,7003,7615,585,2945,2257,5899,2021
,"Leeds, Reino Unido",16619,8929,5780,8258,6579,640,3145,4644,8459,2021
,"Edmonton, Canadá",16602,10179,5739,7849,7274,365,2973,2954,3211,2021
,"Pittsburgh, Pensilvania, Estados Unidos",16533,10030,6223,7484,7969,269,3806,4530,7213,2021
,"Vilna, Lituania",16521,5890,7241,7151,4879,1105,2752,2350,6659,2021
,"Stuttgart, Alemania",16506,9482,7124,7201,7249,973,3495,4479,8107,2021
,"Liubliana, Eslovenia",16461,5530,7851,6630,6256,1335,2772,2277,7611,2021
,"Orlando Florida, Estados Unidos",16445,9675,4807,6250,6938,327,3688,3558,8723,2021
,"Auckland, Nueva Zelanda",16421,8169,5397,7304,8482,1118,3726,2952,9989,2021
,"Denver, Colorado, Estados Unidos",16312,11739,5685,6892,7396,438,3656,4280,5628,2021
,"Anchorage, Alaska, Estados Unidos",16296,10768,3675,6117,9221,299,2715,1656,4161,2021
,"Oslo, Noruega",16286,8270,6499,7597,10612,1061,3181,2396,5999,2021
,"Houston, Texas, Estados Unidos",16252,13577,3611,7167,6611,221,4163,5608,8553,2021
,"Salt Lake City, Utah, Estados Unidos",16179,12602,6764,7138,6389,704,3541,6304,6652,2021
,"Hamburgo, Alemania",16167,8195,5674,7468,7446,1195,3439,3051,8275,2021
,"Atlanta, Georgia, Estados Unidos",16161,12043,3800,6734,7622,379,4218,4485,8973,2021
,"Washington D. C., Estados Unidos",16160,11251,4217,7063,8439,500,4077,3918,8162,2021
,"Mangalore, India",16139,5474,7467,7746,2363,663,3214,3898,6665,2021
,"Kaunas, Lituania",16117,5571,6154,7371,4722,1025,2404,2603,6894,2021
,"Mississauga, Canadá",16045,8526,5798,7065,7216,770,3879,2425,5872,2021
,"Berlín, Alemania",16011,8821,5886,6985,7252,997,3366,3941,8335,2021
,"Oakland, California, Estados Unidos",15934,9230,3618,7890,8959,797,3769,3539,9640,2021
,"Colonia, Alemania",15851,8835,5687,7483,7268,1036,3639,4147,8485,2021
,"Timisoara, Rumania",15745,6272,7589,7281,3827,794,2370,5767,8205,2021
,"Montreal, Canadá",15681,8511,7085,6478,6865,726,3953,3321,5237,2021
,"San Francisco, California, Estados Unidos",15665,12695,4388,6517,9335,799,5130,4736,9726,2021
,"Brno, República Checa",15654,6005,7347,7404,4971,1279,2636,4342,7817,2021
,"Zagreb, Croacia",15653,4957,7772,6565,5406,1347,3168,3165,8219,2021
,"Bursa, Turquía",15615,3352,7200,7866,3143,701,3273,4400,9339,2021
,"Cleveland Ohio, Estados Unidos",15609,7905,3533,8294,7564,188,3374,3664,7311,2021
,"Praga, República Checa",15592,5996,7584,7461,5243,1797,3235,3498,8067,2021
,"Honolulu, Hawaii, Estados Unidos",15587,7642,5608,7242,9592,875,4119,3682,9533,2021
,"Tokio, Japón",15577,7636,7671,8072,9134,1540,4093,4327,8526,2021
,"Estocolmo, Suecia",15550,8077,5490,6683,8749,1422,3609,1981,6967,2021
,"Brístol, Reino Unido",15504,7289,5875,7354,7528,1035,2897,4507,8851,2021
,"Dubai, Emiratos Árabes Unidos",15432,8402,8344,6747,6695,519,3826,5061,5027,2021
,"Oporto, Portugal",15343,3979,6358,7485,5426,1373,2830,3467,9661,2021
,"Doha, Catar",15266,8904,8796,7294,6414,613,3062,6041,3603,2021
,"Baltimore, Maryland, Estados Unidos",15245,10272,2539,7657,7333,256,3114,5038,8124,2021
,"Lisboa, Portugal",15239,4693,7176,7156,5496,1667,3579,3554,9859,2021
,"Phoenix, Arizona, Estados Unidos",15080,11589,4790,6658,6673,343,3187,5703,5376,2021
,"Cluj-Napoca, Rumania",15060,5037,7900,6456,4124,1254,2880,4288,7435,2021
,"Amberes, Bélgica",15013,7849,6260,8053,7941,598,3715,6114,8542,2021
,"Miami, Florida, Estados Unidos",14963,8406,4685,6294,7814,537,4340,3941,8569,2021
,"Regina, Canadá",14898,9596,4741,6779,7180,452,1720,3703,1428,2021
,"Toronto, Canadá",14869,8521,6016,7587,7569,1237,4498,3777,6535,2021
,"Lyon, Francia",14843,7303,5486,7739,8231,949,3378,5109,8851,2021
,"Las Vegas, Nevada, Estados Unidos",14818,10990,4381,5581,6892,317,2736,5311,5740,2021
,"Milwaukee, Wisconsin, Estados Unidos",14794,7738,3145,6573,8096,329,2854,2954,6096,2021
,"Madrid, España",14706,6115,7058,7911,6571,1337,3521,5292,8547,2021
,"Mánchester, Reino Unido",14680,8746,4385,7842,7250,755,4070,5296,8695,2021
,"Chicago, Illinois, Estados Unidos",14658,10632,3519,6641,8038,405,4207,4352,6611,2021
,"Bratislava, Eslovaquia",14646,5905,6899,5760,5269,1377,3059,4090,8072,2021
,"Haifa, Israel",14567,7674,7261,7373,8484,882,2970,7479,9357,2021
,"Birmingham, Reino Unido",14545,7470,4044,7416,7079,714,3255,4955,8766,2021
,"Riad, Arabia Saudita",14541,8623,7289,6480,5272,280,3016,6467,4445,2021
,"Singapur, Singapur",14382,8362,6702,7088,8559,1938,4119,3316,5745,2021
,"Bruselas, Bélgica",14324,8665,4920,7497,7905,608,3711,6213,8385,2021
,"Tel Aviv-Yafo, Israel",14303,6385,7440,7455,9364,2165,3699,4698,9388,2021
,"Winnipeg, Canadá",14260,9269,4306,6882,7145,391,3147,3746,2467,2021
,"Riga, Letonia",14227,4671,6207,6073,5543,959,3188,3834,7470,2021
,"Ciudad del Cabo, Sudáfrica",14227,6696,2622,7062,4224,691,4320,3880,9819,2021
,"Hamilton, Canadá",14213,7972,4771,8124,6841,725,3356,5338,6106,2021
,"Sarja, Emiratos Árabes Unidos",14209,7988,8359,5963,5263,430,5503,4932,4335,2021
,"Taipéi, Taiwán",14171,5779,8655,8733,6720,3145,3338,4932,8438,2021
,"Limasol, Chipre",14165,4894,6666,4874,7000,955,1928,5472,9574,2021
,"Jeddah (Jiddah), Arabia Saudita",14093,7268,6997,5835,5165,291,2888,6901,6617,2021
,"Nizhni Nóvgorod, Rusia",14059,3246,6830,7568,3384,1151,2896,3392,4551,2021
,"Esmirna, Turquía",14045,3547,7174,7293,3122,845,3951,5964,9688,2021
,"Filadelfia, Pensilvania, Estados Unidos",14025,8504,3849,6938,7912,448,3920,5215,7798,2021
,"Génova, Italia",13957,5246,5684,7060,7971,835,3504,5385,9500,2021
,"Bolonia, Italia",13903,5446,5529,7852,7702,1086,3266,5444,8812,2021
,"Brasilia, Brasil",13892,4894,3812,4915,3393,1130,3021,3385,9897,2021
,"Islamabad, Pakistán",13833,2838,7108,6435,2360,1157,3500,4276,7691,2021
,"Nicosia, Chipre",13788,5701,6749,5237,6878,524,2615,6462,8601,2021
,"Nueva York, Nueva York, Estados Unidos",13767,10000,5304,6164,10000,1011,4313,5758,7966,2021
,"Dublín, Irlanda",13725,6767,5046,5206,8601,925,4012,3988,8589,2021
,"Manama, Baréin",13653,4913,7758,6706,5820,879,2968,6108,6431,2021
,"Novi Sad, Serbia",13589,3892,5971,4966,3979,1467,1661,4567,8402,2021
,"Durban, Sudáfrica",13492,6451,1916,5839,3986,366,2659,5212,9561,2021
,"Barcelona, España",13428,5646,5449,7768,6618,1374,2994,6480,9573,2021
,"Curitiba, Brasil",13392,2740,3690,6626,3073,1496,3180,3188,9960,2021
,"Varna, Bulgaria",13288,4142,6838,6201,4133,925,3085,6335,8508,2021
,"Thiruvananthapuram, India",13226,6513,6009,5590,2088,727,4250,5578,6478,2021
,"Ankara, Turquía",13175,3972,6031,6926,3173,678,3690,6615,9149,2021
,"Los Angeles, California, Estados Unidos",13142,9851,5159,6133,8192,742,6063,6632,9550,2021
,"Pretoria, Sudáfrica",13106,7529,1806,6710,4470,255,4513,5593,9583,2021
,"Campinas, Brasil",13045,3597,3367,6141,3483,1045,2852,4514,9887,2021
,"Iasi, Rumania",12983,4309,7088,5764,3902,1084,3309,5844,7304,2021
,"Varsovia, Polonia",12974,5204,7356,6065,4670,1510,3508,5952,7461,2021
,"Gdansk, Polonia",12910,4240,6850,4993,4478,1831,2924,4476,7551,2021
,"San Juan, Puerto Rico",12834,7294,3100,6022,7174,447,3746,5070,7125,2021
,"Londres, Reino Unido",12809,8012,4719,7126,8675,1565,4381,5886,8825,2021
,"Chiang Mai, Tailandia",12660,3369,7602,8484,4724,1515,2575,7707,7593,2021
,"Breslavia, Polonia",12613,4525,7268,5753,4355,1616,3296,6069,7839,2021
,"Poznan, Polonia",12607,4161,7207,5508,4342,1600,3097,5793,7741,2021
,"Turín, Italia",12580,5853,4972,6722,7337,833,2944,7128,8566,2021
,"Astana (Nur-Sultan), Kazajistán",12510,4087,6619,6682,3230,764,3195,4697,2126,2021
,"Johannesburgo, Sudáfrica",12344,7119,1935,6026,4600,320,4080,6162,9138,2021
,"lódz, Polonia",12332,4518,5776,5380,4131,1159,3042,5984,7702,2021
,"Budapest, Hungría",12321,5079,6395,4910,4539,1469,3910,5412,7841,2021
,"Seúl, Corea del Sur",12317,6985,7368,8213,8837,2886,4205,5782,6839,2021
,"Sarajevo, Bosnia y Herzegovina",12312,5298,5294,5651,4034,963,2865,6782,7818,2021
,"Monterrey, México",12300,4663,5021,6661,3997,642,3146,7207,8037,2021
,"Montevideo, Uruguay",12176,3199,4597,6751,5063,1675,3784,4945,9804,2021
,"Lviv, Ucrania",12129,2925,5857,5908,2911,1172,3326,5289,6961,2021
,"Sofía, Bulgaria",12075,4709,5824,5718,4394,982,3072,6876,7601,2021
,"Cracovia (Cracovia), Polonia",12055,4694,7382,5883,4304,1646,3071,7075,7386,2021
,"Coimbatore, India",12042,3641,6125,7242,2443,1206,4750,6229,7810,2021
,"Atenas, Grecia",12014,4136,4770,5641,6099,1115,3821,5728,9518,2021
,"Guadalajara, México",11949,3689,3781,7893,3500,913,4054,6568,9283,2021
,"Detroit, Michigan, Estados Unidos",11887,7263,2653,6288,6973,155,4621,5848,6603,2021
,"París, Francia",11860,6934,4681,7949,9423,2097,4076,6454,8839,2021
,"Salónica, Grecia",11783,3459,5242,5586,6286,1122,2800,6377,8839,2021
,"San José, Costa Rica",11771,4407,4465,6319,5208,883,6402,5195,9948,2021
,"Medellín, Colombia",11729,2759,4863,7614,3183,1711,3911,6288,9976,2021
,"Milán, Italia",11717,5071,5644,7189,8365,1785,3662,6740,8812,2021
,"Bucarest, Rumania",11609,4835,7202,5447,4284,1060,4205,7551,7561,2021
,"Ereván, Armenia",11572,2712,7618,5341,3197,1779,3345,5702,6342,2021
,"Pune, India",11505,4837,5868,6629,2665,1277,4413,7114,7432,2021
,"Hyderabad, India",11477,4801,5604,6590,2697,863,4270,7598,7354,2021
,"Ahmedabad, India",11395,3601,6955,6987,2674,1022,3765,7183,4927,2021
,"Bangalore, India",11351,6818,4589,6617,2817,820,5294,8323,8939,2021
,"Amán, Jordania",11271,3136,6128,6547,5481,908,4264,7569,8905,2021
,"Tiflis, Georgia",11206,2719,7659,5316,2875,1508,3757,7455,8420,2021
,"Estambul, Turquía",11074,3347,5250,6917,3463,1135,5292,6944,9302,2021
,"Belgrado, Serbia",10996,3600,6146,5331,4263,1977,3596,6379,8414,2021
,"Quito, Ecuador",10935,2861,4067,6779,4395,1244,4348,6594,9897,2021
,"Porto Alegre, Brasil",10924,3018,2498,6247,3190,1643,3198,5643,9874,2021
,"Minsk, Bielorrusia",10897,3331,3825,4577,3206,1738,3010,4140,6437,2021
,"Járkov, Ucrania",10880,2985,5161,4727,3015,1025,3782,5620,6535,2021
,"Ciudad de Kuwait, Kuwait",10835,6532,6826,5901,4937,1645,3257,6686,2022,2021
,"Kuala Lumpur, Malasia",10795,6195,3512,6714,4205,1053,4167,6679,5655,2021
,"Roma, Italia",10781,4938,4787,5925,7879,1753,4198,6663,9370,2021
,"Odesa (Odesa), Ucrania",10737,3249,4609,5068,3105,1139,3603,6415,7900,2021
,"Kiev (Kiev), Ucrania",10675,3794,5337,5599,3192,1230,4300,6576,6995,2021
,"Panamá, Panamá",10627,3102,5325,5868,5857,1237,3500,6469,6784,2021
,"Gurgaon, India",10595,7493,4254,6455,3307,742,3824,9182,5987,2021
,"Buenos Aires, Argentina",10573,3529,3742,6831,3924,2461,4790,5206,9828,2021
,"Chennai, India",10504,4764,5978,7160,2624,1370,4805,7492,5322,2021
,"Lahore, Pakistán",10453,2558,6044,6472,2252,1272,3367,7879,6756,2021
,"San Petersburgo, Rusia",10452,3915,6057,5911,3635,1634,4753,6230,6064,2021
,"Bakú, Azerbaiyán",10390,2664,6962,4368,3264,1632,3725,7696,9140,2021
,"Moscú, Rusia",10385,4647,6123,6333,4146,2112,5139,5750,5583,2021
,"Santiago de Chile, Chile",10318,3323,4483,6604,5062,1869,3680,7028,9021,2021
,"Belo Horizonte, Brasil",10262,2360,3621,6264,3209,2264,4374,5266,9850,2021
,"Skopje, Macedonia del Norte",10257,3282,5653,5635,3741,1346,2860,8292,7630,2021
,"Hong Kong, Hong Kong, China)",9934,6245,7827,6634,7994,4519,4228,6730,8364,2021
,"Ciudad de Guatemala, Guatemala",9629,2536,3772,6190,4622,1379,4819,7238,9989,2021
,"Dnipró, Ucrania",9610,3180,4663,5129,2912,964,3244,8227,6952,2021
,"Hanói, Vietnam",9608,2972,6259,5553,3754,1796,2889,8925,7904,2021
,"Noida, India",9412,5512,3997,6678,2862,710,4496,9272,5890,2021
,"Shenzhen, China",9396,5471,6721,5776,5082,4628,3768,6254,8180,2021
,"Tirana, Albania",9085,2743,6108,4878,4212,1621,3993,8789,8643,2021
,"Shanghái, China",9020,5593,6568,6082,5241,3603,4868,7740,8364,2021
,"Calcuta, India",8926,3832,5218,5848,2664,1087,6064,7800,6090,2021
,"Ekaterimburgo, Rusia",8841,4467,5292,5088,3188,968,3853,7686,2133,2021
,"Ciudad de México, México",8833,3815,3075,6508,4052,1390,5161,8305,9237,2021
,"Katmandú, Nepal",8775,2059,6425,5676,3119,2059,3718,9585,9264,2021
,"Novosibirsk, Rusia",8724,3490,5343,5458,3193,1120,4009,6933,1614,2021
,"Beirut, Líbano",8688,2492,5304,6565,8364,1667,4005,9358,9474,2021
,"Casablanca, Marruecos",8639,3074,4483,4406,3981,1536,4809,8287,9808,2021
,"Karachi, Pakistán",8479,2768,4554,5759,2218,1288,4196,8968,7132,2021
,"Bogotá, Colombia",8446,2270,3719,6448,3334,2586,5113,6993,9712,2021
,"Almaty, Kazajistán",8439,3462,3420,4785,2998,1160,3649,7844,5830,2021
,"Sao Paulo, Brasil",8425,3287,2962,5810,3655,1777,5076,7973,9904,2021
,"Bangkok, Tailandia",8358,2956,5892,7748,5544,2874,4534,7682,5839,2021
,"Lima, Perú",7992,2712,3005,5859,3921,1667,5014,8444,9769,2021
,"Recife, Brasil",7956,2126,2391,6194,3166,1906,4597,7033,7928,2021
,"El Cairo, Egipto",7842,2195,5003,4497,3237,1316,5046,9182,8845,2021
,"Colombo, Sri Lanka",7687,2002,5986,7174,3432,3397,6318,6071,5911,2021
,"Caracas, Venezuela",7532,1558,1532,3892,5063,1538,3594,7356,9993,2021
,"Bombay, India",7506,4138,5685,6592,3021,3445,5504,8267,7148,2021
,"Ciudad Ho Chi Minh, Vietnam",7493,2655,4576,5948,3898,2215,3136,9268,6344,2021
,"Pekín, China",7481,5638,6613,6504,4782,4170,4590,8491,5764,2021
,"Nairobi, Kenia",7439,2544,3932,5662,3851,2520,5767,8020,9979,2021
,"Delhi, India",7405,4199,4082,6723,2803,1779,5718,9074,5890,2021
,"Río de Janeiro, Brasil",6967,2367,2248,4378,3345,2361,5207,6747,8822,2021
,"Yakarta, Indonesia",6568,2394,4639,5673,4338,2392,5303,8439,6376,2021
,"Daca, Bangladés",5406,2306,3506,4075,3495,1768,5947,9277,7129,2021
,"Lagos, Nigeria",4948,982,3518,4663,3570,1525,6674,8813,6075,2021
,"Teherán, Irán",4318,1554,4610,5253,3997,4595,5290,8154,7099,2021
,"Manila, Filipinas",4143,1800,3561,6260,4358,3715,5512,8994,6123,2021
,"Raleigh, Carolina del Norte, Estados Unidos",20778,14412,6553,7564,6820,305,3279,2188,8388,2022
,"Canberra, Australia",20741,10511,7753,8217,7594,537,2391,1337,8272,2022
,"Adelaida, Australia",20487,10424,7071,8075,7659,426,2418,1817,9496,2022
,"Columbus, Ohio, Estados Unidos",20140,15129,5658,7395,6970,400,2494,2596,7129,2022
,"Zúrich, Suiza",20089,12979,8322,7421,13124,794,3295,1792,8148,2022
,"Madison, Wisconsin, Estados Unidos",19918,13213,6600,7778,6732,352,2418,1898,5164,2022
,"Austin, Texas, Estados Unidos",19891,15821,6294,7104,6650,353,3421,3650,8208,2022
,"Charlotte, Carolina del Norte, Estados Unidos",19734,14488,5470,7463,7006,251,3473,2844,8405,2022
,"Oklahoma City, Oklahoma, Estados Unidos",19615,12795,5069,7578,6494,288,2500,2202,7761,2022
,"Basilea, Suiza",19579,11153,7952,7856,13093,837,2079,2362,8282,2022
,"Wellington, Nueva Zelanda",19497,8549,7072,7496,7666,692,2774,1301,9768,2022
,"Richmond, Virginia, Estados Unidos",19309,13094,5350,7386,6775,415,2196,3114,8127,2022
,"Ginebra, Suiza",19301,12060,7384,7434,11405,941,2549,2379,8261,2022
,"Dallas, Texas, Estados Unidos",19267,17066,4971,6620,6785,212,3516,4161,8185,2022
,"La Haya (Den Haag), Países Bajos",19144,8851,7464,7795,7394,720,2887,2046,9061,2022
,"Buffalo, Nueva York, Estados Unidos",19101,12436,5550,7692,7429,152,2380,2782,6643,2022
,"Brisbane, Australia",19034,10380,6519,8209,7944,634,3983,2266,9807,2022
,"Seattle, Washington, Estados Unidos",18958,14539,4954,7401,8852,452,4185,2884,9173,2022
,"Perth, Australia",18955,11004,5807,7779,7729,544,3562,2331,9571,2022
,"San Diego, California, Estados Unidos",18938,12794,6329,7087,7547,633,3380,3505,9708,2022
,"Eindhoven, Países Bajos",18810,8692,7571,7265,7824,651,2559,2237,8538,2022
,"San José, California, Estados Unidos",18809,15739,5442,7338,7371,638,3826,4558,9553,2022
,"Victoria, Canadá",18637,8912,6333,6948,7665,809,2815,1462,9252,2022
,"Copenhague, Dinamarca",18534,9067,7267,7821,8834,915,2849,2134,8374,2022
,"Kansas City, Missouri, Estados Unidos",18440,12720,4226,7540,6607,220,2611,3141,7508,2022
,"Edimburgo, Reino Unido",18205,8803,6996,8081,7315,848,2885,2737,8401,2022
,"Düsseldorf, Alemania",18203,10999,6656,7304,6828,951,3030,3266,8637,2022
,"Viena, Austria",18179,7956,7353,7860,6836,1396,2629,1732,8177,2022
,"San Antonio, Texas, Estados Unidos",18172,13767,5117,7059,6259,210,3038,4571,8058,2022
,"Jacksonville, Florida, Estados Unidos",18165,14430,4436,6966,6951,294,3533,4174,8781,2022
,"Reikiavik, Islandia",18150,7484,7824,6715,9761,766,1983,1501,6881,2022
,"Sídney, Australia",18009,10452,6634,7862,8321,1039,4338,2743,9707,2022
,"Múnich, Alemania",17868,9516,8249,7784,7752,1624,3292,2496,7598,2022
,"Luxemburgo, Luxemburgo",17853,10019,7028,7279,8299,1352,3410,2172,8262,2022
,"La ciudad de Quebec, Canadá",17842,8722,8478,7276,6899,493,2753,2755,4798,2022
,"Cambridge, Reino Unido",17804,9285,6982,7492,7305,889,3356,3218,9137,2022
,"Helsinki, Finlandia",17804,8351,7451,7774,7717,1314,2923,1376,6279,2022
,"Houston, Texas, Estados Unidos",17762,17298,3623,7177,6394,204,4202,5620,8553,2022
,"Melbourne, Australia",17724,10216,5594,7637,7676,842,4046,2587,9430,2022
,"Calgary, Canadá",17723,11416,6435,7553,7340,366,2997,2380,3309,2022
,"Cincinnati, Ohio, Estados Unidos",17711,12517,5124,6877,6439,226,2507,4392,7324,2022
,"Portland, Oregon, Estados Unidos",17700,10809,4852,7318,7683,455,3347,3098,8956,2022
,"Gotemburgo, Suecia",17679,10117,5209,6867,7297,904,2576,2070,7749,2022
,"Orlando Florida, Estados Unidos",17660,12332,4859,6382,6810,309,3676,3503,8723,2022
,"Ottawa, Canadá",17608,9430,7359,7460,7315,558,3115,2193,4446,2022
,"Mascate, Omán",17600,8653,7909,5941,5124,459,2080,3631,6722,2022
,"Spokane, Washington, Estados Unidos",17582,11236,4522,6366,6811,514,2373,2363,6712,2022
,"Belfast, Reino Unido",17541,9162,5598,7256,6574,407,3892,2765,9084,2022
,"Boston, Massachusetts, Estados Unidos",17474,11572,6309,7584,8547,824,4536,2683,7173,2022
,"Ámsterdam, Países Bajos",17425,9445,6637,6897,8082,1006,2972,3068,8745,2022
,"Boise, Idaho, Estados Unidos",17395,8263,6392,8126,6829,694,2226,3055,6511,2022
,"Saint Louis, Missouri, Estados Unidos",17305,12320,2944,8085,6683,188,2723,3904,7475,2022
,"Cleveland Ohio, Estados Unidos",17301,12532,3594,8036,7541,142,3374,3865,7311,2022
,"Fráncfort del Óder, Alemania",17295,10689,5565,7485,7278,1153,2501,3674,8472,2022
,"Valencia, España",17283,7004,7491,8117,5297,746,2935,4342,9384,2022
,"Liverpool, Reino Unido",17270,9009,5293,8571,7139,1044,3264,3072,9087,2022
,"Vancouver, Canadá",17223,8768,6284,7507,7661,1189,3690,2501,9115,2022
,"Tampa, Florida, Estados Unidos",17201,9828,5213,6830,7583,394,3584,2920,8467,2022
,"Albuquerque, Nuevo México, Estados Unidos",17189,12244,2934,6429,6344,286,2512,2709,6706,2022
,"Glasgow, Reino Unido",17171,9642,5467,8324,6876,872,3275,3567,8478,2022
,"Tallin, Estonia",17117,6489,7711,7188,5575,969,2662,2241,6428,2022
,"Indianápolis, Indiana, Estados Unidos",17099,12153,4242,7325,6714,210,2954,4178,6992,2022
,"Hamburgo, Alemania",17092,10110,5753,7518,7201,1090,3469,3074,8275,2022
,"Rotterdam, Países Bajos",17069,9136,6359,7626,7624,648,3003,4250,8789,2022
,"Pittsburgh, Pensilvania, Estados Unidos",17056,11550,6091,7558,8236,232,3806,4617,7213,2022
,"Nashville, Tennessee, Estados Unidos",17050,11146,5395,6395,7362,365,3898,3571,8302,2022
,"Stuttgart, Alemania",16947,10902,6947,7211,6838,1045,3412,4558,8107,2022
,"Anchorage, Alaska, Estados Unidos",16934,11863,3880,6196,9123,266,2715,1620,4161,2022
,"Mineápolis, Estados Unidos",16920,11468,4522,7890,7908,378,3631,2622,4946,2022
,"Edmonton, Canadá",16914,10954,5659,7843,7286,352,2932,2937,3211,2022
,"Salt Lake City, Utah, Estados Unidos",16908,14061,6729,7146,6495,625,3507,6193,6652,2022
,"Halifax, Canadá",16885,8792,5924,6929,7491,529,3046,2296,5899,2022
,"Cork, Irlanda",16845,8445,6373,5659,7615,553,3457,2899,8978,2022
,"Graz, Austria",16827,7903,7500,7896,7459,893,2717,4063,7393,2022
,"Berlín, Alemania",16749,10586,5795,6918,6894,942,3403,3893,8335,2022
,"Kaunas, Lituania",16709,6493,6201,7409,4474,883,2404,2576,6894,2022
,"Denver, Colorado, Estados Unidos",16695,12998,5499,6941,7516,415,3624,4392,5628,2022
,"Liubliana, Eslovenia",16680,6019,7855,6638,5718,1332,2755,2347,7611,2022
,"Baltimore, Maryland, Estados Unidos",16628,13613,2496,7730,7356,194,3155,5038,8124,2022
,"Atlanta, Georgia, Estados Unidos",16580,13067,3698,6865,7660,381,4186,4488,8973,2022
,"Vilna, Lituania",16580,6214,7267,7286,4694,1220,2793,2382,6659,2022
,"Reno, Nevada, Estados Unidos",16575,9691,5537,6123,7067,455,2510,3267,6228,2022
,"Oslo, Noruega",16548,8518,6562,7799,10233,1101,3121,2363,5999,2022
,"Abu Dabi, Emiratos Árabes Unidos",16510,7522,8814,7244,5789,447,2661,4365,4389,2022
,"Sacramento, California, Estados Unidos",16471,10143,5142,6904,7788,775,2699,4555,9064,2022
,"Tucson, Arizona, Estados Unidos",16448,8369,4981,6077,6434,405,2829,2670,7266,2022
,"Milwaukee, Wisconsin, Estados Unidos",16404,10919,3306,6680,7156,251,2854,2889,6096,2022
,"Estocolmo, Suecia",16376,9542,5392,6642,7892,1278,3538,1920,6967,2022
,"Mississauga, Canadá",16369,9970,5735,6982,7312,980,3825,2420,5872,2022
,"Washington D. C., Estados Unidos",16365,12183,4129,6962,8374,545,4049,4006,8162,2022
,"Oakland, California, Estados Unidos",16354,11173,3443,7740,9293,720,3769,3919,9640,2022
,"Tokio, Japón",16310,8858,7641,8046,8561,1328,4219,4231,8526,2022
,"Auckland, Nueva Zelanda",16306,7921,5441,7290,8019,1210,3730,2929,9989,2022
,"Brístol, Reino Unido",16290,8481,5946,7436,7132,934,2878,4371,8851,2022
,"Dubai, Emiratos Árabes Unidos",16282,10111,8370,6789,6432,443,3790,5036,5027,2022
,"Querétaro (Santiago de Querétaro), México",16264,5102,6386,7705,3540,726,3295,3708,9446,2022
,"Praga, República Checa",16133,7196,7583,7445,5178,1765,3239,3453,8067,2022
,"Leeds, Reino Unido",16079,8849,5629,8258,6757,1101,3145,4573,8459,2022
,"Honolulu, Hawaii, Estados Unidos",16078,8924,5402,7253,10365,720,4119,3683,9533,2022
,"Colonia, Alemania",15918,8910,5684,7310,6959,1009,3639,4074,8485,2022
,"Phoenix, Arizona, Estados Unidos",15895,13594,4827,6715,6937,377,3262,5598,5376,2022
,"Zagreb, Croacia",15879,5508,7861,6461,4988,1334,3144,3260,8219,2022
,"Amberes, Bélgica",15755,9025,6357,8053,7133,553,3832,5880,8542,2022
,"Brno, República Checa",15725,6514,7370,7489,4929,1483,2613,4326,7817,2022
,"Bursa, Turquía",15715,3995,7190,7858,3148,800,3300,4454,9339,2022
,"Montreal, Canadá",15700,8993,6964,6419,7060,793,3948,3329,5237,2022
,"San Francisco, California, Estados Unidos",15693,13316,4141,6456,9391,712,5123,4974,9726,2022
,"Madrid, España",15649,7483,7029,8002,5901,1094,3535,5186,8547,2022
,"Toronto, Canadá",15634,10129,5886,7594,7429,1058,4510,3781,6535,2022
,"Kelowna, Canadá",15624,7745,4174,7493,6973,629,2893,2659,5965,2022
,"Oporto, Portugal",15611,4487,6456,7520,4937,1330,2951,3512,9661,2022
,"Las Vegas, Nevada, Estados Unidos",15466,12483,4488,5610,6834,347,2739,5293,5740,2022
,"Chicago, Illinois, Estados Unidos",15423,13526,3405,6541,7706,360,4191,4926,6611,2022
,"Miami, Florida, Estados Unidos",15414,9371,4719,6354,7800,532,4302,3943,8569,2022
,"Mangalore, India",15322,4791,7469,7816,2373,764,3184,4625,6665,2022
,"Doha, Catar",15268,8993,8617,7348,6290,626,3029,6012,3603,2022
,"Timisoara, Rumania",15249,5426,7683,7128,3616,1010,2360,5696,8205,2022
,"Lisboa, Portugal",15193,4826,7112,7238,5170,1775,3593,3580,9859,2022
,"Singapur, Singapur",15159,9134,7236,7107,8398,1749,4122,3331,5745,2022
